nom,adresse,arrondissement,latitude,longitude,type_cuisine,specialite,prix_fourchette,categorie_prix,note_moyenne,nb_avis,ambiance,telephone,reservation_recommandee
Reynaud,"58 avenue des Champs-Élysées, 75018 Paris",75018,48.936432,2.30618,Marocain,,100+,Haut de gamme,3.2,31,Festif,0112276931,false
Charpentier & Faivre,"117 avenue Montaigne, 75014 Paris",75014,48.892593,2.274913,Thaïlandais,Pizza,20-30,Moyenne gamme,4.8,125,Décontracté,0173345481,true
Moreno & Chauveau,"98 rue des Martyrs, 75007 Paris",75007,48.923654,2.405592,Espagnol,Bistrot,10-20,Bon marché,4.6,770,Festif,0110284978,false
Foucher & Voisin,"132 boulevard de Grenelle, 75002 Paris",75002,48.825012,2.385076,Italien,Burger,30-50,Moyenne gamme,4.7,979,Historique,0128847490,false
Aux Royal du Chef,"25 avenue Montaigne, 75015 Paris",75015,48.916369,2.386837,Mexicain,Tapas,50-100,Haut de gamme,4.2,957,Familial,0117627643,true
Joly & Potier,"9 rue des Martyrs, 75002 Paris",75002,48.840191,2.328345,Ramen,,20-30,Moyenne gamme,3.3,118,Élégant,0155794972,false
Ferreira & Le Gall,"147 rue Caulaincourt, 75001 Paris",75001,48.845443,2.387213,Fruits de mer,Italien,100+,Haut de gamme,3.2,392,Authentique,0194812137,true
Les Délicieux des Saveurs,"6 avenue Parmentier, 75020 Paris",75020,48.941101,2.373922,Chinois,Pizza,50-100,Haut de gamme,4.6,361,Décontracté,0161252413,false
Laurent & Maréchal,"106 avenue de la République, 75004 Paris",75004,48.902535,2.395538,Pizza,Américain,20-30,Moyenne gamme,3.6,365,Familial,0120396374,true
Vasseur & Cohen,"81 boulevard de Clichy, 75012 Paris",75012,48.847657,2.266861,Thaïlandais,Gastronomique,100+,Haut de gamme,3.9,606,Festif,0156105456,false
Le Authentique des Gourmets,"145 rue des Martyrs, 75006 Paris",75006,48.863029,2.352821,Marocain,Bistrot,20-30,Moyenne gamme,4.2,173,Intime,0147803855,true
Morin & Millet,"48 rue de la Convention, 75007 Paris",75007,48.878472,2.276954,Vietnamien,,30-50,Moyenne gamme,4.3,59,Élégant,0141971387,false
Lefèvre & Raynaud,"117 rue du Commerce, 75006 Paris",75006,48.908595,2.419378,Coréen,Gastronomique,20-30,Moyenne gamme,4.8,345,Romantique,0144156326,true
L'Atelier Petit de la Place,"29 rue Saint-Honoré, 75008 Paris",75008,48.964293,2.296891,Espagnol,Gastronomique,100+,Haut de gamme,3.8,315,Vue panoramique,0164637761,true
Bistrot Nouveau de la Place,"103 boulevard Saint-Germain, 75011 Paris",75011,48.927986,2.294255,Italien,Burger,50-100,Haut de gamme,4.6,728,Moderne,0199424294,false
Pierre,"4 rue de la Pompe, 75015 Paris",75015,48.815963,2.41274,Italien,,20-30,Moyenne gamme,4.3,48,Calme,0131629021,false
Simon & Perez,"27 boulevard Saint-Germain, 75009 Paris",75009,48.823949,2.302471,Mexicain,Bistrot,30-50,Moyenne gamme,4.5,932,Terrasse,0139788381,false
Café Parisien des Saveurs,"57 rue de Turbigo, 75017 Paris",75017,48.914649,2.392902,Américain,Burger,10-20,Bon marché,4.0,743,Décontracté,0166551410,true
Le Parisien du Marché,"84 avenue des Champs-Élysées, 75014 Paris",75014,48.915008,2.289833,Brasserie,,30-50,Moyenne gamme,4.5,958,Cosy,0167887882,true
Leclercq,"61 rue de la Gaîté, 75012 Paris",75012,48.903829,2.369752,Tapas,,100+,Haut de gamme,3.2,230,Romantique,0198222721,true
L'Atelier Bon de Paris,"16 avenue Montaigne, 75020 Paris",75020,48.804812,2.416481,Chinois,,100+,Haut de gamme,3.2,736,Festif,0137631917,true
Maison Impérial de Paris,"34 rue de la Gaîté, 75004 Paris",75004,48.85854,2.271887,Espagnol,,20-30,Moyenne gamme,3.8,679,Festif,0192737819,true
Prévost & Marion,"142 rue de la Convention, 75008 Paris",75008,48.903749,2.410212,Africain,,30-50,Moyenne gamme,3.7,688,Festif,0163685872,false
Martineau,"109 avenue de la République, 75013 Paris",75013,48.966527,2.380648,Japonais,Crêperie,20-30,Moyenne gamme,3.6,996,Festif,0128482764,false
Chauvin & Caron,"150 rue de la Convention, 75019 Paris",75019,48.957685,2.318045,Brasserie,Grecque,100+,Haut de gamme,4.6,845,Romantique,0116698132,false
L'Assiette Savoureux des Gourmets,"109 rue de la Roquette, 75002 Paris",75002,48.927891,2.396652,Méditerranéen,Gastronomique,20-30,Moyenne gamme,3.6,12,Calme,0118221957,true
L'Assiette Petit du Coin,"121 rue Caulaincourt, 75010 Paris",75010,48.804175,2.409995,Français,Sushi,30-50,Moyenne gamme,5.0,396,Romantique,0197894739,false
Table Grand Gourmand,"51 rue Vaugirard, 75009 Paris",75009,48.941289,2.369496,Pizza,Brésilien,100+,Haut de gamme,3.1,825,Cosy,0186599350,false
Relais Petit des Saveurs,"112 rue de la Pompe, 75009 Paris",75009,48.857958,2.366637,Indien,Pizza,50-100,Haut de gamme,4.3,846,Calme,0143775147,false
Richard & Jacquet,"134 boulevard Saint-Germain, 75001 Paris",75001,48.942263,2.35321,Africain,Bistrot,100+,Haut de gamme,3.9,253,Terrasse,0116653917,true
Guilbert & Fernandez,"142 rue des Rosiers, 75008 Paris",75008,48.813125,2.259456,Thaïlandais,Ramen,50-100,Haut de gamme,4.6,245,Traditionnel,0150241964,false
Fabre & Petitjean,"89 rue Montorgueil, 75011 Paris",75011,48.846659,2.398792,Marocain,Sushi,20-30,Moyenne gamme,3.3,167,Animé,0158537580,true
Chauveau & Legros,"20 rue du Faubourg Saint-Antoine, 75017 Paris",75017,48.823396,2.353857,Japonais,Bistrot,100+,Haut de gamme,3.6,48,Moderne,0175691977,false
Joly & Coste,"137 rue de Rivoli, 75016 Paris",75016,48.874988,2.254633,Bistrot,Vietnamien,30-50,Moyenne gamme,3.7,541,Romantique,0194906423,false
Bailly & Ollivier,"81 rue Saint-Honoré, 75005 Paris",75005,48.916318,2.306435,Japonais,Crêperie,50-100,Haut de gamme,3.8,117,Calme,0161499267,true
La Grand du Coin,"148 boulevard de Clichy, 75006 Paris",75006,48.920693,2.359997,Brésilien,,50-100,Haut de gamme,3.4,162,Festif,0123554021,true
Brasserie Délicieux Gourmand,"23 boulevard Saint-Germain, 75002 Paris",75002,48.858632,2.304676,Italien,Crêperie,30-50,Moyenne gamme,4.4,502,Vue panoramique,0186216923,false
Chez Impérial des Gourmets,"39 boulevard Barbès, 75006 Paris",75006,48.964069,2.355519,Végan,Caribéen,50-100,Haut de gamme,4.1,215,Calme,0139371764,true
Robert & Lejeune,"102 rue Saint-Honoré, 75008 Paris",75008,48.877688,2.363289,Indien,,10-20,Bon marché,4.4,167,Élégant,0166896522,false
Café Parisien du Palais,"66 avenue des Champs-Élysées, 75013 Paris",75013,48.936556,2.261753,Thaïlandais,Burger,20-30,Moyenne gamme,4.8,21,Familial,0175808853,false
Legros & Roger,"46 boulevard Barbès, 75011 Paris",75011,48.86649,2.396673,Grecque,,50-100,Haut de gamme,3.3,627,Décontracté,0130521154,true
Café Royal de la Tour,"133 rue du Temple, 75009 Paris",75009,48.969531,2.33492,Italien,Végan,100+,Haut de gamme,3.5,292,Vue panoramique,0130154433,true
Berthelot & Pinto,"50 rue Montorgueil, 75008 Paris",75008,48.946591,2.34226,Street food,,10-20,Bon marché,3.2,531,Familial,0175923095,false
Lacombe & Duhamel,"71 rue de Buci, 75017 Paris",75017,48.949196,2.270799,Sushi,,50-100,Haut de gamme,4.7,632,Familial,0139272094,true
Bourgeois & Lemoine,"117 rue des Rosiers, 75007 Paris",75007,48.966297,2.289957,Japonais,Fruits de mer,50-100,Haut de gamme,3.9,758,Historique,0163905292,false
Charpentier & Lenoir,"7 place Vendôme, 75016 Paris",75016,48.912487,2.380746,Sushi,Français,20-30,Moyenne gamme,4.4,107,Élégant,0152115775,false
Marin & Dupont,"134 rue des Martyrs, 75011 Paris",75011,48.877184,2.293465,Brasserie,,20-30,Moyenne gamme,3.6,675,Intime,0193579328,true
Hubert,"3 avenue Montaigne, 75016 Paris",75016,48.850992,2.296637,Indien,,30-50,Moyenne gamme,3.6,305,Romantique,0192131144,true
Bernard & Brunet,"35 rue Caulaincourt, 75003 Paris",75003,48.890503,2.369842,Méditerranéen,Sushi,20-30,Moyenne gamme,3.4,488,Authentique,0131971243,false
Riou & Bousquet,"99 rue Cler, 75018 Paris",75018,48.89372,2.323717,Crêperie,Mexicain,100+,Haut de gamme,3.6,176,Historique,0154835956,true
Table Grand du Marché,"109 rue Cler, 75008 Paris",75008,48.943458,2.317878,Chinois,Burger,10-20,Bon marché,4.0,697,Traditionnel,0145599646,false
Denis & Guibert,"86 rue de Passy, 75014 Paris",75014,48.944862,2.273932,Français,Tapas,20-30,Moyenne gamme,3.6,761,Festif,0120401784,true
Salmon & Baron,"83 boulevard de Magenta, 75009 Paris",75009,48.878467,2.296148,Thaïlandais,Végétarien,30-50,Moyenne gamme,3.9,841,Intime,0144894720,true
Le Vieux du Chef,"41 rue Réaumur, 75020 Paris",75020,48.859773,2.390979,Caribéen,,100+,Haut de gamme,4.2,970,Terrasse,0175201958,false
Teixeira & Mercier,"109 rue Saint-Maur, 75019 Paris",75019,48.802247,2.371331,Vietnamien,Gastronomique,10-20,Bon marché,3.1,757,Convivial,0195648315,false
Joseph & Vallet,"128 rue Réaumur, 75017 Paris",75017,48.885682,2.327735,Américain,Ramen,100+,Haut de gamme,4.6,253,Moderne,0126734487,true
Aux Moderne du Coin,"77 rue de Belleville, 75020 Paris",75020,48.809761,2.273669,Méditerranéen,Street food,30-50,Moyenne gamme,4.6,753,Élégant,0114443614,true
Moreno & Nguyen,"59 boulevard Barbès, 75012 Paris",75012,48.858092,2.319823,Méditerranéen,Fruits de mer,100+,Haut de gamme,4.9,323,Terrasse,0190765675,false
Café Savoureux de la Seine,"148 rue de la Gaîté, 75012 Paris",75012,48.80694,2.297668,Ramen,Libanais,100+,Haut de gamme,4.3,94,Convivial,0190939523,false
Techer & Torres,"92 avenue Montaigne, 75019 Paris",75019,48.86552,2.342607,Ramen,,100+,Haut de gamme,5.0,379,Convivial,0116567935,true
Blanchet & Peron,"7 rue Cler, 75009 Paris",75009,48.921245,2.367458,Chinois,Ramen,20-30,Moyenne gamme,4.5,525,Moderne,0188592967,true
Le Délicieux des Saveurs,"29 rue de la Paix, 75014 Paris",75014,48.886683,2.407995,Africain,,10-20,Bon marché,3.3,126,Cosy,0116422128,false
Rodrigues & Julien,"12 rue Daguerre, 75020 Paris",75020,48.857124,2.317103,Français,Fruits de mer,30-50,Moyenne gamme,3.1,181,Romantique,0125238879,false
Pinto & Jacquot,"36 avenue de Clichy, 75005 Paris",75005,48.842719,2.280996,Indien,,10-20,Bon marché,3.3,587,Élégant,0166847261,false
Klein & Laporte,"99 rue Daguerre, 75019 Paris",75019,48.869793,2.36332,Africain,Brasserie,100+,Haut de gamme,3.3,726,Branché,0120619398,false
Riou & Garnier,"98 rue de Passy, 75007 Paris",75007,48.940467,2.29977,Grecque,Ramen,10-20,Bon marché,4.0,148,Authentique,0174926858,false
Aux Gourmand Gourmand,"88 boulevard de Grenelle, 75011 Paris",75011,48.833882,2.398984,Africain,,30-50,Moyenne gamme,3.3,41,Intime,0144246278,true
Brasserie Savoureux du Chef,"61 avenue de Clichy, 75002 Paris",75002,48.826494,2.251012,Fruits de mer,Thaïlandais,30-50,Moyenne gamme,3.6,18,Décontracté,0172472132,true
Techer & Vidal,"4 rue de Ménilmontant, 75009 Paris",75009,48.852157,2.402029,Coréen,,50-100,Haut de gamme,3.2,768,Calme,0158936963,false
Chez Vieux du Marché,"29 rue Lepic, 75006 Paris",75006,48.880963,2.333332,Ramen,Africain,30-50,Moyenne gamme,3.7,593,Terrasse,0151903019,false
Les Bon des Gourmets,"48 boulevard de la Villette, 75020 Paris",75020,48.822234,2.387537,Brésilien,Burger,30-50,Moyenne gamme,3.0,30,Authentique,0168952754,false
Le Moderne des Délices,"70 rue du Faubourg Saint-Antoine, 75017 Paris",75017,48.930444,2.274279,Japonais,Burger,100+,Haut de gamme,4.6,288,Branché,0197932575,false
Relais Moderne de Paris,"49 rue de la Convention, 75007 Paris",75007,48.877937,2.260243,Végan,Coréen,100+,Haut de gamme,4.6,652,Intime,0148869719,false
Hernandez & Dupuy,"101 rue des Rosiers, 75009 Paris",75009,48.897556,2.413183,Grecque,Burger,10-20,Bon marché,4.8,282,Romantique,0192329936,true
Pereira,"95 rue de Bretagne, 75015 Paris",75015,48.896158,2.254777,Pizza,Indien,100+,Haut de gamme,4.9,579,Vue panoramique,0112944170,true
Dos Santos & Paul,"125 avenue Montaigne, 75004 Paris",75004,48.930412,2.307844,Tapas,,50-100,Haut de gamme,4.3,585,Historique,0129796875,false
Carpentier & Meyer,"41 rue de Turbigo, 75008 Paris",75008,48.896804,2.281631,Méditerranéen,Burger,20-30,Moyenne gamme,4.6,612,Festif,0135102819,true
Café Petit du Coin,"124 avenue Parmentier, 75016 Paris",75016,48.887894,2.344963,Fruits de mer,Chinois,10-20,Bon marché,4.5,602,Cosy,0181987466,true
La Nouveau des Délices,"141 boulevard de la Villette, 75020 Paris",75020,48.962745,2.396444,Espagnol,Végétarien,20-30,Moyenne gamme,3.8,586,Terrasse,0113343973,true
Vaillant & Bonneau,"149 rue de Rivoli, 75015 Paris",75015,48.89841,2.258144,Africain,Brasserie,100+,Haut de gamme,3.5,303,Moderne,0164875887,true
Rossi & Mendès,"1 rue de Rivoli, 75016 Paris",75016,48.88256,2.285773,Végan,,30-50,Moyenne gamme,4.2,230,Festif,0189989430,true
Delattre,"148 avenue Parmentier, 75016 Paris",75016,48.90647,2.323003,Italien,Sushi,10-20,Bon marché,3.2,955,Traditionnel,0138102223,false
Ferreira,"27 rue Mouffetard, 75003 Paris",75003,48.835767,2.380434,Thaïlandais,Crêperie,20-30,Moyenne gamme,3.7,705,Moderne,0197314164,true
Aux Gourmand de la Tour,"47 avenue de l'Opéra, 75019 Paris",75019,48.924512,2.416703,Africain,Street food,50-100,Haut de gamme,3.2,640,Moderne,0161519378,true
Relais Grand du Chef,"121 rue Saint-Maur, 75005 Paris",75005,48.821556,2.285135,Coréen,Gastronomique,10-20,Bon marché,3.1,338,Romantique,0167256378,false
Auberge Savoureux de la Seine,"54 boulevard Saint-Germain, 75003 Paris",75003,48.87528,2.370907,Sushi,Thaïlandais,30-50,Moyenne gamme,3.9,47,Cosy,0145419412,true
Blot & Étienne,"147 rue Oberkampf, 75017 Paris",75017,48.806608,2.336362,Américain,Fruits de mer,100+,Haut de gamme,3.5,269,Décontracté,0113158752,true
Pichon & Godard,"122 rue de Passy, 75010 Paris",75010,48.907435,2.296686,Espagnol,,20-30,Moyenne gamme,4.9,217,Décontracté,0155633320,false
Bailly & Leroy,"120 rue Cler, 75020 Paris",75020,48.867319,2.343086,Chinois,Sushi,50-100,Haut de gamme,4.2,962,Traditionnel,0183632168,false
Vallet & Lemaire,"85 rue Réaumur, 75005 Paris",75005,48.955149,2.394908,Brasserie,Français,30-50,Moyenne gamme,4.6,805,Terrasse,0145789635,false
Relais Nouveau du Coin,"29 boulevard Barbès, 75009 Paris",75009,48.859369,2.394496,Végan,,50-100,Haut de gamme,3.9,241,Cosy,0128257933,true
Dumas & Le Gall,"58 rue Daguerre, 75016 Paris",75016,48.857534,2.313962,Marocain,Brasserie,100+,Haut de gamme,3.6,723,Branché,0164934269,false
Marchand & Lacroix,"95 rue de la Roquette, 75004 Paris",75004,48.905488,2.339544,Grecque,Pizza,20-30,Moyenne gamme,4.1,197,Calme,0145279980,true
Dumont & Chevalier,"33 rue Cler, 75008 Paris",75008,48.912138,2.334615,Espagnol,,20-30,Moyenne gamme,3.3,238,Élégant,0181637873,false
Marie & Garnier,"92 rue du Commerce, 75012 Paris",75012,48.862108,2.324666,Espagnol,Burger,20-30,Moyenne gamme,4.5,54,Cosy,0186429611,false
Restaurant Authentique de la Tour,"129 boulevard Voltaire, 75009 Paris",75009,48.947433,2.288751,Thaïlandais,Burger,50-100,Haut de gamme,3.3,254,Vue panoramique,0195116663,false
Guillet & Boulay,"94 rue Mouffetard, 75003 Paris",75003,48.901571,2.336684,Méditerranéen,,30-50,Moyenne gamme,4.1,349,Terrasse,0160514564,true
Perret & Dupont,"2 rue de Rivoli, 75009 Paris",75009,48.949595,2.253688,Grecque,Sushi,30-50,Moyenne gamme,4.4,146,Vue panoramique,0123274872,true
Les Traditionnel des Saveurs,"4 rue de Passy, 75014 Paris",75014,48.949392,2.264651,Thaïlandais,Gastronomique,100+,Haut de gamme,3.2,680,Romantique,0130212543,false
David & Delmas,"50 avenue de Clichy, 75007 Paris",75007,48.836398,2.261852,Brésilien,Pizza,100+,Haut de gamme,4.6,209,Festif,0162403370,true
Lopez & Lelièvre,"110 rue du Commerce, 75016 Paris",75016,48.82219,2.410058,Libanais,Burger,50-100,Haut de gamme,4.9,705,Historique,0185725327,true
François & Hernandez,"56 avenue de l'Opéra, 75019 Paris",75019,48.903353,2.296842,Thaïlandais,,10-20,Bon marché,3.7,226,Authentique,0156929692,true
Marty & Leroy,"147 boulevard de Magenta, 75001 Paris",75001,48.962933,2.395803,Mexicain,Burger,50-100,Haut de gamme,3.4,139,Terrasse,0198586485,true
Bistrot Savoureux de la Place,"57 rue de Bretagne, 75004 Paris",75004,48.906693,2.334048,Fruits de mer,,30-50,Moyenne gamme,4.7,647,Historique,0115735422,true
Robin & Rodrigues,"80 rue de la Paix, 75002 Paris",75002,48.942026,2.402449,Gastronomique,Américain,10-20,Bon marché,3.8,40,Authentique,0140218476,true
Letellier & Lopes,"137 rue Vaugirard, 75005 Paris",75005,48.913863,2.374425,Crêperie,Grecque,10-20,Bon marché,3.4,563,Décontracté,0148167629,false
Cuisine Authentique du Marché,"137 avenue de Clichy, 75015 Paris",75015,48.909152,2.334472,Mexicain,Tapas,50-100,Haut de gamme,4.3,503,Animé,0112297199,false
Bodin & Colas,"87 rue Saint-Maur, 75014 Paris",75014,48.930326,2.350718,Brasserie,Vietnamien,30-50,Moyenne gamme,4.4,201,Décontracté,0137376511,true
Delorme & Ledoux,"35 boulevard Voltaire, 75014 Paris",75014,48.960109,2.339034,Espagnol,Végan,30-50,Moyenne gamme,3.3,729,Intime,0183602067,false
Carre & Picard,"36 avenue de l'Opéra, 75014 Paris",75014,48.88608,2.408216,Italien,,30-50,Moyenne gamme,3.7,719,Moderne,0110859445,true
Tanguy & Thomas,"106 rue de la Pompe, 75010 Paris",75010,48.940111,2.324232,Italien,Tapas,50-100,Haut de gamme,3.2,984,Terrasse,0125389897,false
Perrin & Benoit,"14 rue de la Gaîté, 75004 Paris",75004,48.80531,2.320804,Africain,Fruits de mer,100+,Haut de gamme,4.0,337,Décontracté,0173982744,true
Table Grand de Paris,"142 rue Caulaincourt, 75005 Paris",75005,48.892555,2.391511,Espagnol,,10-20,Bon marché,3.9,247,Terrasse,0118362692,false
Pruvost & Gonzalez,"114 avenue des Champs-Élysées, 75012 Paris",75012,48.937001,2.279861,Brésilien,Tapas,30-50,Moyenne gamme,3.2,299,Familial,0132335987,true
Besnard & Maillet,"21 rue Réaumur, 75018 Paris",75018,48.812513,2.284753,Africain,Sushi,20-30,Moyenne gamme,4.1,562,Moderne,0134707026,false
Gautier & Arnaud,"81 rue de Ménilmontant, 75008 Paris",75008,48.847795,2.262046,Méditerranéen,Tapas,10-20,Bon marché,3.5,734,Terrasse,0178228029,true
Benoit,"66 rue du Temple, 75009 Paris",75009,48.969512,2.251041,Grecque,,100+,Haut de gamme,4.3,442,Animé,0120496281,false
Cordier,"94 rue Oberkampf, 75014 Paris",75014,48.941394,2.292585,Street food,Marocain,100+,Haut de gamme,3.3,97,Cosy,0198239627,false
Turpin,"127 rue des Rosiers, 75001 Paris",75001,48.916606,2.339425,Espagnol,Fruits de mer,20-30,Moyenne gamme,4.1,133,Romantique,0127255429,true
Ledoux & Alves,"24 boulevard de Grenelle, 75015 Paris",75015,48.950402,2.403327,Africain,Bistrot,30-50,Moyenne gamme,3.2,475,Historique,0138261337,true
Fournier & Perez,"136 rue de Bretagne, 75009 Paris",75009,48.817072,2.353673,Crêperie,Grecque,50-100,Haut de gamme,4.9,454,Animé,0125462599,true
Collin & Jacquet,"137 boulevard Saint-Germain, 75002 Paris",75002,48.855501,2.337952,Français,,50-100,Haut de gamme,3.9,379,Terrasse,0194613659,false
Brunel,"10 boulevard Voltaire, 75020 Paris",75020,48.821709,2.319513,Street food,Marocain,30-50,Moyenne gamme,4.1,200,Familial,0145561156,true
Guyon & Langlois,"51 rue de la Paix, 75012 Paris",75012,48.85284,2.362884,Vietnamien,,50-100,Haut de gamme,3.3,885,Animé,0171138422,false
Torres & Hebert,"2 rue Daguerre, 75020 Paris",75020,48.885903,2.309204,Italien,Burger,20-30,Moyenne gamme,3.0,916,Historique,0169316027,false
Roche & Muller,"104 rue de Belleville, 75019 Paris",75019,48.850537,2.328922,Vietnamien,Burger,100+,Haut de gamme,4.9,168,Intime,0123137886,true
Restaurant Délicieux des Gourmets,"119 avenue Parmentier, 75009 Paris",75009,48.891539,2.376449,Espagnol,,10-20,Bon marché,3.5,323,Décontracté,0162983175,false
Barbe & Delmas,"82 rue Oberkampf, 75020 Paris",75020,48.883791,2.347903,Thaïlandais,,30-50,Moyenne gamme,4.4,427,Romantique,0138546158,true
Clément & Mathieu,"2 rue de la Gaîté, 75015 Paris",75015,48.882248,2.28004,Street food,Chinois,20-30,Moyenne gamme,3.0,204,Élégant,0157759358,true
Meunier & Delaunay,"145 rue de Bretagne, 75017 Paris",75017,48.880577,2.344094,Japonais,,20-30,Moyenne gamme,5.0,732,Vue panoramique,0163996924,false
Maury & Henry,"126 boulevard Haussmann, 75007 Paris",75007,48.954455,2.274782,Végétarien,,20-30,Moyenne gamme,4.3,503,Branché,0195552137,false
Roy & François,"63 boulevard Barbès, 75013 Paris",75013,48.955826,2.36603,Brasserie,,20-30,Moyenne gamme,3.1,768,Terrasse,0116143223,false
Brasserie Bon du Coin,"117 rue de Belleville, 75014 Paris",75014,48.916069,2.330006,Gastronomique,Caribéen,100+,Haut de gamme,3.5,211,Branché,0167904379,false
Le Authentique Gourmand,"25 avenue de l'Opéra, 75015 Paris",75015,48.925248,2.383279,Mexicain,Ramen,100+,Haut de gamme,3.0,398,Branché,0170487241,false
